Kingdom	Phylum	Class	Order	Family	Genus	Id
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Polyporaceae	 g__Pycnoporus	OTU_2407
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_2273
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Leptosphaeriaceae	 g__Leptosphaeria	OTU_4122
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Amanitaceae	 g__Amanita	OTU_938
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Stereaceae	 g__Stereum	OTU_2967
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Trichosporonales	 f__Trichosporonaceae	 g__Trichosporon	OTU_3046
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Rhodotorula	OTU_4269
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	 g__Scutellinia	OTU_5185
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_3469
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Xylariales	 f__Hyponectriaceae	 g__Microdochium	OTU_3083
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Lasiosphaeriaceae	 g__Podospora	OTU_2375
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_2023
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_4273
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_2851
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_2830
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_2442
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Geosmithia	OTU_5526
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Stachybotrys	OTU_3627
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Microascaceae	 g__Graphium	OTU_1614
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_3623
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_5099
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Tuberaceae	 g__Tuber	OTU_2371
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Filobasidiales	 f__Filobasidiaceae	 g__Filobasidium	OTU_2193
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Uropyxidaceae	 g__Dasyspora	OTU_5562
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_4868
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_3570
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Hygrophoraceae	 g__Hygrophorus	OTU_5476
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Backusellaceae	 g__Backusella	OTU_3084
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_4362
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Leotiomycetes_Incertae sedis_Incertae sedis	 f__Leotiomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Collophora	OTU_4355
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Pilaira	OTU_1980
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_2620
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_2200
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Lecanorales	 f__Parmeliaceae	 g__Flavoparmelia	OTU_3427
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Cryptococcus g1	OTU_3229
 k__Fungi	 p__Neocallimastigomycota	 c__Neocallimastigomycetes	 o__Neocallimastigales	 f__Neocallimastigaceae	 g__Cyllamyces	OTU_3264
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Fomitopsidaceae	 g__Postia	OTU_3309
 k__Fungi	 p__Zygomycota	 c__Zoopagomycotina_Incertae sedis	 o__Zoopagales	 f__Piptocephalidaceae	 g__Piptocephalis	OTU_3048
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Diversisporales	 f__Diversisporaceae	 g__Diversispora	OTU_3155
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_2376
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Dipodascaceae	 g__Geotrichum	OTU_1693
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_3065
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_3234
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Ramicandelaber	OTU_2395
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Sporopachydermia	OTU_1993
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Auriculariales	 f__Auriculariales_Incertae sedis	 g__Protomerulius	OTU_2907
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	 g__Scutellinia	OTU_4959
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Microascaceae	 g__Graphium	OTU_3306
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Xylariales	 f__Diatrypaceae	 g__Eutypella	OTU_5493
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Rhizopus	OTU_1921
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_2202
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Filobasidiales	 f__Filobasidiaceae	 g__Filobasidium	OTU_2159
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Fusarium	OTU_2926
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Rhizopus	OTU_5317
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Syncephalastraceae	 g__Fennellomyces	OTU_1655
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_3172
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Sporopachydermia	OTU_5043
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Trechisporales	 f__Hydnodontaceae	 g__Sistotremastrum	OTU_2928
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Diversisporales	 f__Diversisporaceae	 g__Diversispora	OTU_3223
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_3071
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Cantharellales	 f__Hydnaceae	 g__Hydnum	OTU_5058
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_3485
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_4909
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycetes	 o__Ustilaginales	 f__Ustilaginaceae	 g__Ustilago	OTU_4397
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Rhizopus	OTU_4717
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Capnodiales	 f__Mycosphaerellaceae	 g__Dissoconium / Mycosphaerella	OTU_3251
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Fomitopsidaceae	 g__Postia	OTU_3358
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_4197
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_2324
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_2801
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Chaetothyriales	 f__Herpotrichiellaceae	 g__Exophiala	OTU_1380
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_2389
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Penicillium	OTU_2470
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Boletaceae	 g__Leccinum	OTU_4072
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Dothideomycetes_Incertae sedis_Incertae sedis	 f__Pseudeurotiaceae	 g__Pseudeurotium	OTU_3979
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Platygloeales	 f__Platygloeaceae	 g__Helicobasidium	OTU_3886
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Filobasidiales	 f__Filobasidiaceae	 g__Cryptococcus g2	OTU_2630
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Chaetothyriales	 f__Chaetothyriaceae	 g__Cyphellophora	OTU_2327
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Dipodascaceae	 g__Geotrichum	OTU_4738
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_3285
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_5029
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Sclerodermataceae	 g__Scleroderma	OTU_3944
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_3375
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1863
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniastraceae	 g__Pucciniastrum	OTU_2150
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Capnodiales	 f__Mycosphaerellaceae	 g__Cladosporium	OTU_3055
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_4751
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Xylariales	 f__Xylariaceae	 g__Hypoxylon	OTU_2765
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_2684
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_4365
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Capnodiales	 f__Mycosphaerellaceae	 g__Cladosporium	OTU_4783
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Pilaira	OTU_2889
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Agaricaceae	 g__Agaricus	OTU_3053
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Tuberaceae	 g__Tuber	OTU_3593
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_3209
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Cryptococcus g1	OTU_5327
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_2687
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Penicillium	OTU_1945
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Chaetomiaceae	 g__Trichocladium	OTU_4639
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Trichomonascaceae	 g__Zygoascus	OTU_2245
 k__Fungi	 p__Ascomycota	 c__Ascomycota_Incertae sedis_Incertae sedis	 o__Ascomycota_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 f__Ascomycota_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 g__Ilyonectria	OTU_2959
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Sporormiaceae	 g__Preussia	OTU_5284
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_2826
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Xylariales	 f__Diatrypaceae	 g__Diatrype	OTU_3110
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Diaporthales	 f__Melanconidaceae	 g__Melanconis	OTU_3382
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Leotiomycetes_Incertae sedis_Incertae sedis	 f__Leotiomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Collophora	OTU_2021
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Trichosporonales	 f__Trichosporonaceae	 g__Trichosporon	OTU_4094
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_3096
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Sclerotiniaceae	 g__Botryotinia	OTU_4747
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Thelephorales	 f__Thelephoraceae	 g__Tomentella	OTU_3956
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Cryptococcus g1	OTU_5516
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_3024
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Sistotremataceae	 g__Sistotrema	OTU_2412
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Stereaceae	 g__Vesiculomyces	OTU_3705
 k__Fungi	 p__Ascomycota	 c__Pezizomycotina_Incertae sedis	 o__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis	 f__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 g__Thelonectria	OTU_2445
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Sporormiaceae	 g__Westerdykella	OTU_2083
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Trichosporonales	 f__Trichosporonaceae	 g__Cryptotrichosporon	OTU_3926
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Mucor	OTU_4261
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Bionectriaceae	 g__Clonostachys	OTU_3600
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_3982
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_2940
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Sterigmatomyces	OTU_4623
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Helotiales_Incertae sedis	 g__Tetracladium	OTU_5319
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Sarocladium	OTU_1543
 k__Fungi	 p__Ascomycota	 c__Taphrinomycetes	 o__Taphrinales	 f__Taphrinaceae	 g__Taphrina	OTU_5539
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Tricholomataceae	 g__Leucopaxillus	OTU_3682
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_2309
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Helotiales_Incertae sedis	 g__Tetracladium	OTU_3228
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Stachybotrys	OTU_5423
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Lophiostomataceae	 g__Lophiostoma	OTU_2567
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycotina_Incertae sedis	 o__Malasseziales	 f__Malasseziales_Incertae sedis	 g__Malassezia	OTU_2476
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Cordycipitaceae	 g__Simplicillium	OTU_2629
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Dipodascaceae	 g__Geotrichum	OTU_5486
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Fusarium	OTU_3668
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Geosmithia	OTU_3047
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Mucor	OTU_4257
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Radiomycetaceae	 g__Apophysomyces	OTU_4932
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_3509
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Thelephorales	 f__Thelephoraceae	 g__Tomentella	OTU_4543
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_2517
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Lecanorales	 f__Lecanoraceae	 g__Candelaria	OTU_4574
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_5016
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Penicillium	OTU_4996
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Peltigerales	 f__Peltigeraceae	 g__Peltigera	OTU_3484
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Leotiomycetes_Incertae sedis_Incertae sedis	 f__Leotiomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Leohumicola	OTU_1699
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Xylariales	 f__Amphisphaeriaceae	 g__Truncatella	OTU_3538
 k__Fungi	 p__Neocallimastigomycota	 c__Neocallimastigomycetes	 o__Neocallimastigales	 f__Neocallimastigaceae	 g__Cyllamyces	OTU_2305
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_4933
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_3321
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Chaetothyriales	 f__Herpotrichiellaceae	 g__Exophiala	OTU_4307
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Chaetomiaceae	 g__Humicola	OTU_2408
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Dipodascaceae	 g__Galactomyces	OTU_1504
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_2446
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_3774
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_4172
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_3409
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Paraglomerales	 f__Paraglomeraceae	 g__Paraglomus	OTU_3125
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_2210
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Acremonium	OTU_4003
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_4360
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_5651
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiomycetes_Incertae sedis_Incertae sedis	 f__Eurotiomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Sarcinomyces	OTU_2843
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolaceae	 g__Sporidiobolus	OTU_2038
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Bionectriaceae	 g__Bionectria	OTU_3017
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Corynesporascaceae	 g__Corynespora	OTU_3318
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Boletaceae	 g__Chamonixia	OTU_5438
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Phyllachorales	 f__Phyllachoraceae	 g__Colletotrichum	OTU_1858
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	 g__Scutellinia	OTU_3348
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Penicillium	OTU_3196
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Ramicandelaber	OTU_4325
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Inocybaceae	 g__Inocybe	OTU_5498
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Pluteaceae	 g__Pluteus	OTU_5223
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Lactarius	OTU_2831
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_3000
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_4103
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Syncephalastraceae	 g__Circinella	OTU_3824
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_4110
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Syncephalastraceae	 g__Circinella	OTU_3554
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Trechisporales	 f__Hydnodontaceae	 g__Brevicellicium	OTU_1755
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Dothideomycetes_Incertae sedis_Incertae sedis	 f__Myxotrichaceae	 g__Gymnostellatospora	OTU_2173
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_5321
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_4553
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Rhizopus	OTU_3578
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Pichiaceae	 g__Pichia	OTU_2574
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Geosmithia	OTU_2283
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Strophariaceae	 g__Psilocybe	OTU_2779
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Backusellaceae	 g__Backusella	OTU_5269
